doc_id,category,subcat,text,num_links
97,Imperialism,Asia,"In 1970, In Cambodia, The CIA overthrows Prince Sihanouk, who is highly popular among Cambodians for keeping them out of the Vietnam War. He is replaced by CIA puppet Lon Nol, whose forces suppressed the large-scale popular demonstrations in favour of Sihanouk, resulting in several hundred deaths. This unpopular move strengthens once minor opposition parties like the Khmer Rouge(another CIA supported group), who achieve power in 1975 and massacres ~2.5 million people.",4
98,Imperialism,Asia,"In 1969, The US initiated a secret carpet bombing campaign in eastern Cambodia, called, Operation Menu, and Operation Freedom Deal in 1970. An estimated 40,000 - 150,000 civilians were killed. Nixon lied about this campaign, but was later exposed, and one of the things that lead to his impeachment.",3
99,Imperialism,Asia,"US dropped large amounts of Agent Orange, an herbicide developed by monsanto and dow chemical for the department of defense, in vietnam. Its use, in particular the contaminant dioxin, causes multiple health problems, including cleft palate, mental disabilities, hernias, still births, poisoned breast milk, and extra fingers and toes, as well as destroying local species of plants and animals. The Red Cross of Vietnam estimates that up to 1 million people are disabled or have health problems due to Agent Orange.",2
100,Imperialism,Asia,"US Troops killed between 347 and 504 unarmed civilians, including women, children, and infants, in South Vietnam on March, 1968, in the My Lai Massacre. Some of the women were gang-raped and their bodies mutilated. Soldiers set fire to huts, waiting for civilians to come out so they could shoot them. For 30 years, the three US servicemen who tried to halt the massacre and rescue the hiding civilians were shunned and denounced as traitors, even by congressmen.",2
101,Imperialism,Asia,"In 1967, the CIA helped South Vietnamese agents identify and then murder alleged Viet Cong leaders operating in villages, in the Phoenix Program. By 1972, Phoenix operatives had executed between 26,000 and 41,000 suspected NLF operatives, informants and supporters.",2
102,Imperialism,Asia,"In 1965, The CIA overthrew the democratically elected Indonesian leader Sukarno with a military coup. The CIA had been trying to eliminate Sukarno since 1957, using everything from attempted assassination to sexual intrigue, for nothing more than his declaring neutrality in the Cold War. His successor, General Suharto, aided by the CIA, massacred between 500,000 to 1 million civilians accused of being communist, in the Indonesian mass killings of 1965-66. The US continued to support Suharto throughout the 70s, supplying weapons and planes.",4
103,Imperialism,Asia,"From the 1960s onward, the US supported Filipino dictator Ferdinand Marcos. The US provided hundreds of millions of dollars in aid, which was crucial in buttressing Marcos's rule over the years. The estimated number of persons that were executed and disappeared under President Fernando Marcos was over 100,000. After fleeing to hawaii, marco was suceeded by the widow of an opponent he assasinated, Corazon aquino.",3
104,Imperialism,Asia,"Starting in 1957, in the wake of the US-backed First Indochina War, The CIA carries out approximately one coup per year trying to nullify Laos’ democratic elections, specifically targeting the Pathet Lao, a leftist group with enough popular support to be a member of any coalition government, and perpetuating the 20 year Laotian civil war. In the late 50s, the CIA even creates an """"Armee Clandestine"""" of Asian mercenaries to attack the Pathet Lao. After the CIA’s army suffers numerous defeats, the U.S. drops more bombs on Laos than all the U.S. bombs dropped in World War II. A quarter of all Laotians will eventually become refugees, many living in caves.",4
105,Imperialism,Asia,"In 1955, the CIA provided explosives, and aided KMT agents in an assassination attempt against the Chinese Premier, Zhou Enlai. KMT agents placed a time-bomb on the Air India aircraft, Kashmir Princess, which Zhou was supposed to take on his way to the Bandung Conference, an anti-imperialist meeting of Asian and African states, but he changed his travel plans at the last minute. Henry Kissinger denied US involvement, even though remains of a US detonator were found. 16 people were killed.",4
106,Imperialism,Asia,"From 1955-1975, the US supported French colonialist interests in Vietnam, set up a puppet regime in Saigon to serve US interests, and later took part as a belligerent against North Vietnam in the Vietnam War. U.S. involvement escalated further following the 1964 Gulf of Tonkin incident, which was later found to be staged by Lyndon Johnson. The war exacted a huge human cost in terms of fatalities (see Vietnam War casualties). Estimates of the number of Vietnamese soldiers and civilians killed vary from 966,000 to 3.8 million. Some 240,000–300,000 Cambodians, 20,000–62,000 Laotians, and 58,220 U.S. service members also died in the conflict, with a further 1,626 missing in action.",12
107,Imperialism,Asia,"In the beginning of the Korean war, US Troops killed ~300 South Korean civilians in the No Gun Ri massacre, revealing a theater-wide policy of firing on approaching refugee groups. Trapped refugees began piling up bodies as barricades and tried to dig into the ground to hide. Some managed to escape the first night, while U.S. troops turned searchlights on the tunnels and continued firing, said Chung Koo-ho, whose mother died shielding him and his sister. No apology has yet been issued.",2
108,Imperialism,Asia,"In the summer of 1950 in South Korea, anticommunists aided by the US executed at least 100,000 people suspected of supporting communism, in the Bodo League Massacre. For four decades the South Korean government concealed this massacre. Survivors were forbidden by the government from revealing it, under suspicion of being communist sympathizers. Public revelation carried with it the threat of torture and death. During the 1990s and onwards, several corpses were excavated from mass graves, resulting in public awareness of the massacre.",2
109,Imperialism,Asia,"The US intervened in the 1950-53 Korean Civil War, on the side of the south Koreans, in a proxy war between the US and china for supremacy in East Asia. South Korea reported some 373,599 civilian and 137,899 military deaths, the US with 34,000 killed, and China with 114,000 killed. Overall, the U.S. dropped 635,000 tons of bombs—including 32,557 tons of napalm—on Korea, more than they did during the whole Pacific campaign of World War II. The US killed an estimated 1/3rd of the north Korean people during the war. The Joint Chiefs of staff issued orders for the retaliatory bombing of the People's republic of China, should south Korea be attacked. Deadly clashes have continued up to the present day.",5
110,Imperialism,Asia,"From 1948-1949, the Jeju uprising was an insurgency taking place in the Korean province of Jeju island, followed by severe anticommunist suppression of the South Korean Labor Party in which 14-30,000 people were killed, or ~10% of the island's population. Though atrocities were committed by both sides, the methods used by the South Korean government to suppress the rebels were especially cruel. On one occasion, American soldiers discovered the bodies of 97 people including children, killed by government forces. On another, American soldiers caught government police forces carrying out an execution of 76 villagers, including women and children. The US later entered the Korean civil war on the side of the South Koreans.",3
111,Imperialism,Asia,"In 1949 during the resumed Chinese Civil War, the US supported the corrupt Kuomintang dictatorship of Chiang Kaishek to fight against the Chinese Communists, who had won the support of the vast majority of peasant-farmers and helped defeat the Japanese invasion. The US strongly supported the Kuomintang forces. Over 50,000 US Marines were sent to guard strategic sites, and 100,000 US troops were sent to Shandong. The US equipped and trained over 500,000 KMT troops, and transported KMT forces to occupy newly liberated zones as well as to contain",2
112,Imperialism,Asia,"The U.S. installed Syngman Rhee,a conservative Korean exile, as President of South Korea in 1948. Rhee became a dictator on an anti-communist crusade, arresting and torturing suspected communists, brutally putting down rebellions, killing 100,000 people and vowing to take over North Korea. Rhee precipitated the outbreak of the Korean War and for the allied decision to invade North Korea once South Korea had been recaptured. He was finally forced to resign by mass student protests in 1960.",3
113,Imperialism,Asia,"Between 1946 and 1958, the US tested 23 nuclear devices at Bikini Atoll. Significant fallout caused widespread radiological contamination in the area. Afterwards both locations proved unsuitable to sustaining life, resulting in starvation and requiring the residents to receive ongoing aid. Virtually all of the inhabitants showed acute symptoms of radiation syndrome. A handful were brought to the US for medical research and later returned, while others were evacuated to neighboring Rongerik Atoll and kili Island. When the majority returned 3 years later, radion levels were still unacceptable. Similar incidents occurred elsewhere in the Marshall Islands during this time period. Due to the destruction of natural wealth, Kwajalein Atoll's military installation and dislocation, the majority of natives currently live in extreme poverty, making less than 1$ a day. Those that have jobs, mostly work at the US military installation and resorts.",4
114,Imperialism,Asia,"After the Japanese surrender in 1945, Douglas MacArthur pardoned Unit 731, a Japanese biological experimentation center which performed human testing of biological agents against Chinese citizens. While a series of war tribunals and trials was organized, many of the high-ranking officials and doctors who devised and respectively performed the experiments were pardoned and never brought to justice. As many as 12,000 people, most of them Chinese, died in Unit 731 alone and many more died in other facilities, such as Unit 100 and in field experiments throughout Manchuria. One of the experimenters who killed many, microbiologist Shiro Ishii, later traveled to the US to advise on its bioweapons programs. In the final days of the Pacific War and in the face of imminent defeat, Japanese troops blew up the headquarters of Unit 731 in order to destroy evidence of the research done there. As part of the cover-up, Ishii ordered 150 remaining subjects killed.",4
115,Imperialism,Asia,"US Troops committed a number of rapes during the battle of Okinawa, and the subsequent occupation of Japan. There were 1,336 reported rapes during the first 10 days of the occupation of Kanagawa prefecture alone. American Occupation authorities imposed wide-ranging censorship on the Japanese media, including bans on covering many sensitive social issues and serious crimes such as rape committed by members of the Occupation forces.",3
116,Imperialism,Asia,"From 1942 to 1945, the US military carried out a fire-bombing campaign of Japanese cities, killing between 200,000 and 900,000 civilians. One nighttime fire-bombing of Tokyo took 80,000 lives. During early August 1945, the US dropped atomic bombs on Hiroshima and Nagasaki, killing ~130,000 civilians, and causing radiation damage which included birth defects and a variety of genetic diseases for decades to come. The justification for the civilian bombings has largely been debunked, as the entrance of Russia into the war had already started the surrender negotiations earlier in 1945. The US was aware of this, since it had broken the Japanese code and had been intercepting messages during for most of the year. The US ended up accepting a conditional surrender from Hirohito, against which was one of the stated aims of the civilian bombings. The dropping of the atomic bomb is therefore seen as a demonstration of US military supremacy, and the first major operation of the Cold War with Russia.",7
117,Imperialism,Asia,"In 1918, the US took part in the allied intervention in the Russian civil war, sending 11,000 troops to the in the Arkhangelsk and Vladivostok regions to support the anti-bolshevik, monarchist, and largely anti-semitic White Forces.",3
118,Imperialism,Asia,"In 1900 in China, the US was part of an Eight-Nation Alliance that brought 20,000 armed troops to China, to defeat the Imperial Chinese Army, in the the Boxer Rebellion, an anti-imperialist uprising.",3
119,Imperialism,Asia,"In 1899, after a popular revolution in the Philippines to oust the Spanish imperialists, the US invaded and began the Phillipine-American war. The US military committed countless atrocities, leaving 200,000 Filipinos dead. Jacob H Smith killed between 2,500 to 50,000 civilians, His orders included, """"kill everyone over the age of ten"""" and make the island """"a howling wilderness.""""",5
120,Imperialism,Asia,"In 1883, the US engineered the overthrow of Hawaii's native monarch, Queen Lili'uokalani . Due to the Queen's desire """"to avoid any collision of armed forces, and perhaps the loss of life"""" for her subjects and after some deliberation, at the urging of advisers and friends, the Queen ordered her forces to surrender. Hawaii was initially reconstituted as an independent republic, but the ultimate goal of the revolutionaries was the annexation of the islands to the United States, which was finally accomplished in 1898.",3
121,Imperialism,Europe,"From March to June of 1999, After Serbs refused to acquiesce in the break-up of their republic, the US and NATO began bombing Yugoslavia killing ~500 civilians, leaving thousands homeless, destroying bridges, industrial plants, public buildings, private businesses, as well as barracks and military installations.",3
122,Imperialism,Europe,"In 1995, the US conducted a campaign of airstrikes called Operation Deliberate Force, as part of an intervention in the Bosnian civil war.",3
123,Imperialism,Europe,"Throughout the 1980-90s, the US, with the aid of the IMF and NATO, actively destabilized and aided in the breakup of Yugoslavia, with the goal of weakening and destroying the last surviving socialist bloc in Europe. These include stirring up ethnic tensions between the member countries, economic warfare, and military intervention. The Reagan administration in a 1982 secret memo, advocated """"expanded efforts to promote a 'quiet revolution' to overthrow Communist governments and parties,"""" while reintegrating the countries of Eastern Europe into a market-oriented economy. In November 1990, the Bush administration pressured Congress into passing the 1991 Foreign Operations Appropriations Act, which provided that any part of Yugoslavia failing to declare independence within six months would lose U.S. financial support, demanded separate elections in each of the six Yugoslav republics, and mandated U.S. State Department approval of both election procedures and results as a condition for any future aid. In 1991, Yugoslav Army chief Veljko Kadijević stated: """"An insidious plan has been drawn up to destroy Yugoslavia. Stage one is civil war. Stage two is foreign intervention. Then puppet regimes will be set up throughout Yugoslavia.""""",7
124,Imperialism,Europe,"In 1967 in Greece, the CIA installed Georgios Papadopoulos, a CIA agent and former nazi collaborator, as the military ruler of Greece. He's seen today as an relic of authoritarianism , xenophobia, and anti-communism.",2
125,Imperialism,Europe,"In 1956, Radio Free Europe(a CIA funded propaganda outlet) broadcasts Khruschev’s Secret Speech, which played a role in the Hungarian revolution, and also hinted that American aid will help the Hungarians fight. The US fails to provide any military aid to Hungary in their ensuing conflict with the Soviet Union.",3
126,Imperialism,Europe,"From 1948 onwards, the CIA under Allen Dulles developed a program of media manipulation called Project Mockingbird, having major influence over the media, including >25 newspapers. The usual method was placing reports developed from intelligence provided by the CIA to cooperating or unwitting reporters, or employing media directly as american assets.",3
127,Imperialism,Europe,"In 1948, the CIA corrupts the elections in Italy, where Italian communists threaten to win the elections. The CIA buys votes, broadcasts propaganda, threatens and beats up opposition leaders, and infiltrates and disrupts their organizations. The communists are defeated.",3
128,Imperialism,Europe,"In 1947, in Greek civil war and ensuing right wing military junta of 1967-74, Truman and the CIA provided money, 74,000 tons of military equipment, and advisors to support anti-communist Greek dictators with deplorable human rights records. Support for right-wing dictatorships in Greece and Turkey were funded and sold under the Truman Doctrine, an anti-soviet foreign policy platform, despite the fact that it was Yugoslavia who provided support to the Greek labor movement rebels, and not the Soviet Union.",4
129,Imperialism,Europe,"During the invasion of Sicily in July 1943, eight unarmed Italian civilians, including an eleven year old girl, were killed by U.S. troops.",1
130,Imperialism,Europe,"US soldiers killed 73 unarmed Italian and German prisoners of war in Santo Pietro, Italy on July 1943. The survivors were then shot at close range, directly through the heart.",1
131,Imperialism,Europe,"The Rheinwiesenlager (Rhine meadow camps) were a group of 19 US prison camps built in the Allied-occupied part of Germany to hold captured German soldiers at the close of the Second World War, holding between one and almost two million surrendered Wehrmacht personnel. Prisoners held in the camps were designated Disarmed Enemy Forces and not POWs, to avoid international treaty regulations. Throughout the summer of 1945, the International Committee of the Red Cross (ICRC) was prevented from visiting prisoners in any of the Allies' *Rheinwiesenlager*. Visits were only started in the autumn of 1945, at a time when most camps had closed or were closing. During their visits, the delegates observed that German prisoners of war were often detained in appalling conditions. They drew the attention of the authorities to this fact, and gradually succeeded in getting some improvements made."""" Between 3,000 to 10,000 died from starvation, dehydration and exposure to the weather elements because no structures were built inside the prison compounds.",4
132,Imperialism,Europe,"A study by Robert J. Lilly estimates that a total of 14,000 civilian women in England, France and Germany were raped by American GIs during World War II.. It is estimated that there were around 3,500 rapes by American servicemen in France between June 1944 and the end of the war and one historian has claimed that sexual violence against women in liberated France was common.",2
133,Imperialism,Europe,"In July, 1945, the predecessor to the CIA, the US Office of Strategic Services (OSS), under the name Operation Paperclip, rescued and recruited 1,500 Nazi scientists, engineers, and spies. These included Reinhard Gehlen, Hitler’s master spy who had built up an intelligence network in the Soviet Union, SS intelligence officers Alfred Six and Emil Augsburg (who massacred Jews in the Holocaust), Klaus Barbie (the """"Butcher of Lyon"""", who was used by the US to further anti-communist efforts in europe), Otto von Bolschwing (the Holocaust mastermind who worked with Eichmann) and SS Colonel Otto Skorzeny (a personal friend of Hitler’s). The policy of collaboration with nazi spies was deemed necessary to counter the threat from the USSR.",6
134,Imperialism,Europe,"In February 1945, 527 airplanes of the United States Army Air Forces (USAAF) dropped more than 3,900 tons of high-explosive bombs and incendiary devices on the city of Dresden, Germany, killing ~25,000 civilians.",5
135,Imperialism,Europe,"In the summer of 1942, the US turned away a series of ships of Jewish refugees fleeing Nazi Germany. Most notoriously, in June 1939, the German ocean liner St. Louis and its 937 passengers, almost all Jewish, were turned away from the port of Miami, forcing the ship to return to Europe; more than a quarter died in the Holocaust.",2
136,Imperialism,Europe,"The US maintained a policy of neutrality during the rise of Hitler and Mussolini, discounting the rise of anti-semitism and European fascism. It was not Hitler's attacks on the Jews that brought the United States into World War II, any more than the enslavement of 4 million blacks brought Civil War in 1861. Italy's attack on Ethiopia, Hitler's invasion of Austria, his takeover of Czechoslovakia, his attack on Poland-none of those events caused the United States to enter the war, although Roosevelt did begin to give important aid to England. What brought the United States fully into the war was the Japanese attack on the American naval base at Pearl Harbor, Hawaii, on December 7, 1941.",2
137,Imperialism,Europe,"In the 1936-39 Spanish civil war, the Roosevelt administration sponsored a neutrality act that had the effect of shutting",1
138,Internal_Repression,Native Americans,"In 2016, the US army corp of engineers approved a Energy Transfer Partners' proposal to build an oil pipeline near the Standing Rock Indian Reservation, sparking the Dakota Access Pipeline Protests, evoking a brutal response from North Dakota police aided by the National Guard, private security firms, and other law enforcement agencies from surrounding states. The Standing Rock Sioux tribe believes that the pipeline would put the Missouri River, the water source for the reservation, at risk, pointing out two recent spills, a 2010 pipeline spill into the Kalamazoo River in Michigan, which cost over billion to clean up with significant contamination remaining, and a 2015 Bakken crude oil spill into the Yellowstone River in Montana. Police repression has included dogs attacking protesters, spraying water cannons on protesters in sub-freezing temperatures, >700 arrests of native americans and ~200 injuries, a highly militarized police force using armored personnel carriers, concussion grenades, mace, Tasers, batons, rubber bullets, and tear gas. In November 2017, the keystone XL pipeline burst, spilling 210,000 gallons of oil in Amherst, South Dakota.",9
139,Internal_Repression,Native Americans,"In 1975, FBI agents attacked AIM activists on the Pine Ridge Reservation, in the 'Pine Ridge Shootout'. Two FBI agents, and an AIM activist were killed. In two separate trials, the U.S. prosecuted participants in the firefight for the deaths of the agents. AIM members Robert Robideau and Dino Butler were acquitted after asserting that they had acted in self–defense. Leonard Peltier was extradited from Canada and tried separately because of the delay. He was convicted on two counts of first–degree murder for the deaths of the FBI agents and sentenced to two consecutive terms of life in prison, after a trial which is still contentious. He remains in prison.",5
140,Internal_Repression,Native Americans,"In 1973, 200 Oglala Lakota and AIM activists occupied the town of Wounded Knee, South Dakota, on the Pine Ridge Reservation, called the Wounded knee incident. They were protesting the reservation's corrupt US-backed tribal chairman, Dick Wilson), who controlled a private militia, called Guardians of the Oglala Nation (GOONs), funded by the government. FBI, US marshals, and other law enforcement cordoned off the area and attacked the activists with armored vehicles, automatic rifles, machine guns, grenade launchers, and gas shells, resulting in two killed and 13 wounded. Ray Robinson, a civil rights activist who joined the protesters, disappeared during the events and is believed to have been murdered. As food supplies became short, three planes dropped 1,200 pounds of food, but as people scrambled to gather it up, a government helicopter appeared overhead and fired down on them while groundfire came from all sides. After the siege ended in a truce, 120 occupiers were arrested. Wilson stayed in office and in 1974 was re-elected amid charges of intimidation, voter fraud, and other abuses. The rate of violence climbed on the reservation as conflict opened between political factions in the following three years; residents accused Wilson's private militia of much of it.",8
141,Internal_Repression,Native Americans,"In Nov. 1969, a group of 89 native americans occupied Alcatraz Island for 15 months, to gauge the US's commitment to the Treaty of Fort Laramie (1868), which stated that all abandoned federal land must be returned to native people. Eventually the government cut off all electrical power and all telephone service to the island. In June, a fire of disputed origin destroyed numerous buildings on the island. Left without power, fresh water, and in the face of diminishing public support and sympathy, the number of occupiers began to dwindle. On June 11, 1971, a large force of government officers removed the remaining 15 people from the island.",4
142,Internal_Repression,Native Americans,"From its creation in 1968, The American Indian Movement (AIM) has been a target of repression from law enforcement agencies, and surveillance as one of the FBI's COINTELPRO targets. This includes the wounded knee incident and the pine ridge shootout.",1
143,Internal_Repression,Native Americans,"In 1942 the federal government took privately held Pine Ridge Indian Reservation land owned by tribal members in order to establish the Badlands Bombing Range of 341,725 acres, evicting 125 families. Among the families evicted was that of Pat Cuny, an Oglala Sioux. He fought in World War II in the Battle of the Bulge after surviving torpedoing of his transport in the English Channel. Dewey Beard, a Miniconjou Sioux survivor of the Wounded Knee Massacre, who supported himself by raising horses on his 908-acre allotment received in 1907 was also evicted. The small federal payments were insufficient to enable such persons to buy new properties. In 1955 the 97-year-old Beard testified of earlier mistreatment at Congressional hearings about this project. He said, for """"fifty years I have been kicked around. Today there is a hard winter coming. ...I might starve to death.""""",10
144,Internal_Repression,Native Americans,"In 1890, US soldiers killed 150-300 people(including 65 women and 24 children) at Wounded Knee on the Lakota Pine Ridge Indian Reservation in the U.S. state of South Dakota. Twenty-five soldiers also died, and 39 were wounded (6 of the wounded later died). At least twenty soldiers were awarded the Medal of Honor. The event was driven by local racism towards the practice of Ghost Dancing, which whites found distasteful, and the native americans arming up in response to repeated broken treaties, stolen land, and their bison-herds being hunted to near extinction by the whites.",8
145,Internal_Repression,Native Americans,"In 1887, the Dawes Act, and Curtis Act, resulted in the loss of 90 million acres of native-alloted land, and the abolition of many native governments. During the ensuing decades, the Five Civilized Tribes lost 90 million acres of former communal lands, which were sold to non-Natives. In addition, many individuals, unfamiliar with land ownership, became the target of speculators and criminals, were stuck with allotments that were too small for profitable farming, and lost their household lands. Tribe members also suffered from the breakdown of the social structure of the tribes.",3
146,Internal_Repression,Native Americans,"Starting in the 1870s, The US army, aided by settlers and private hunters, began a widespread policy of slaughtering bufallo and bison, in order to destroy many tribe's primary food source, and to starve Native Americans into submission. By 1900, they succeeded; the bufallo population dropped from more than 30 million, to a few hundred. The country’s highest generals,  politicians, and presidents including Ulysses S. Grant, saw the destruction of buffalo as solution to the country’s “Indian Problem.” By destroying the food supply of the plains natives, they could more easily move them onto reservations.",3
147,Internal_Repression,Native Americans,"Starting in 1830-50, The Trail of Tears was a series of forced removals of Native American nations, including Chickasaw, Choctaw, Creek, Seminole, Cherokee people and the African freedmen and slaves who lived among",2
148,Internal_Repression,Native Americans,"In 1848, the California Genocide is a term used to describe the drastic decrease in native American population in California. The population decreased from ~300,000 in 1769, to 16,000 in 1900.",2
149,Internal_Repression,Native Americans,"The Second Seminole War, also known as the Florida War, was a conflict from 1835 to 1842 in Florida between various groups of Native Americans collectively known as Seminoles and the United States, part of a series of conflicts called the Seminole Wars. The Second Seminole War, often referred to as *the* Seminole War, is regarded as """"the longest and most costly of the Indian conflicts of the United States."""" ~3000 seminoles were killed, and 4000 were deported to Indian territory elsewhere.",8
150,Internal_Repression,Native Americans,"In 1832, the Black Hawk War, was a brief 1832 conflict between the United States and Native Americans led by Black Hawk, a Sauk leader, in Illinois. The war gave impetus to the US policy of Indian removal, in which Native American tribes were pressured to sell their lands and move west of the Mississippi River and stay there. Over 500 Native Americans were killed in the conflict.",8
151,Internal_Repression,Native Americans,"In 1832, the Chickasaw Indians were forced by the US to sell their country in 1832 and move to Indian Territory (Oklahoma) during the era of Indian Removal in the 1830s.",4
152,Internal_Repression,Native Americans,"In 1813, the Creek War, was a war between the US, lead by the then notorious indian-hunter Andrew Jackson, and the Creek nation, residing primarily in Alabama. Over 1,500 creeks were killed. The war effectively ended with the Treaty of Fort Jackson), where General Andrew Jackson insisted that the Creek confederacy cede more than 21 million acres of land from southern Georgia and central Alabama. These lands were taken from allied Creek as well as Red Sticks. In 1814, Andrew Jackson became famous for his role in the Battle of Horseshoe Bend), where his side killed more than 800 Creeks. Under Jackson, and the man he chose to succeed him, Martin Van Buren, 70,000 Indians east of the Mississippi were forced westward.",3
153,Internal_Repression,Native Americans,"The Red Sticks, a faction of Muscogee Creek people in the American Southeast, led a resistance movement against European-American encroachment and assimilation; tensions culminated in the outbreak of the Creek War in 1813.",5
154,Internal_Repression,Native Americans,"From 1785-96, the Northwest Indian War was a war between the US and a confederation of numerous Native American tribes, with support from the British, for control of the Northwest Territory. President George Washington directed the United States Army to enforce U.S. sovereignty over the territory. Over 1,000 native americans were killed in the bloody conflict.",5
155,Internal_Repression,Native Americans,"In the 1800s, Indian removal was a policy of the United States government whereby Native Americans were forcibly removed from their ancestral homelands in the eastern United States to lands west of the Mississippi River, thereafter known as Indian Territory. That policy has been characterized by some scholars as part of a long-term genocide of Native Americans.",5
156,Internal_Repression,Native Americans,"The Texan-Indian Wars were a series of 19th-century conflicts between settlers in Texas and the Southern Plains Indians. Its hard to approximate the number of deaths from the conflicts, but the Indian population in Texas decreased from 20,000 to 8,000 by 1875.",3
157,Internal_Repression,Native Americans,"The Indian Wars is a name given to the collection of over 40 conflicts and wars between native americans and US settlers. The US census bureau reports that they have cost the lives of about 19,000 white men, women and children, including those killed in individual combats, and the lives of about 30,000 Indians. The actual number of killed and wounded Indians must be very much higher than the number given... Fifty percent additional would be a safe estimate..",2
158,Internal_Repression,Native Americans,"From 1500-1900s, European and later US colonists and authorities displaced and committed genocide on the Native American Population. Ward Churchill characterizes the reduction of the North American Indian population from an estimated 12 million in 1500 to barely 237,000 in 1900 as a """"vast genocide.. the most sustained on record. Some of the atrocities will be listed above.",3
159,Internal_Repression,Black people,"On September 27th, 2018, a Dallas TX police officer getting off work entered the apartment of 26 year old Botham Jean (thinking it was her own), and shot and killed him. The officer, Amber Guyger, at first was placed on administrative leave, and eventually was charged with manslaughter. Jeans family accused the Dallas Police Department of using Jean's marijuana use in news articles as a justification for his murder.",4
160,Internal_Repression,Black people,"On June 20th 2018, a Pittsburgh PA cop shot 17-year old Antwon Rose in the back while he was running away and killed him. Luckily a cell phone video caught the incident, showing officers handcuffing his corpse. """"He was just a really lovely, gentle kid,"""" Gisele Fetterman told the newspaper at a World Refugee Day event in Market Square on Wednesday. """"His mom is amazing. All the kids loved him. Just a fine person. Bubbly. Funny. Goofy. Just really special.""""",2
161,Internal_Repression,Black people,"On July 19th, 2017, Cincinatti OH prosecutors decided not to pursue a third murder trial for police officer Ray Tensing, who shot Samuel DuBose in the head on July 19th 2015, killing him, after pulling him over for a missing front license plate. The prosecutor told the mother, """"since there are more racists in Hamilton county than not, its pointless to pursue another trial because you won't get a conviction."""" Tensing was wearing a confederate battle flag T-shirt when he murdered DuBose.",2
162,Internal_Repression,Black people,"On June 18th, 2017, Seattle police murdered a 30 year old pregnant woman suffering from mental health issues, Charleena Lyles, while her 3 of her 4 children slept in the next room. No charges have been brought against the police officers.",2
163,Internal_Repression,Black people,"On Feb 12, 2017, Jerimy Mathis, a white North Carolina state trooper shot 31-year-old Willard Scott twice in the back, killing him, as he was running away from the trooper after a traffic stop. Mathis was placed on paid leave, and no charges have been filed.",2
164,Internal_Repression,Black people,"On July 18th, 2016, Police shot Alfred Kinsey, a mental health therapist who was unarmed, while he was helping an autistic patient in a park. Kinsey was lying on the ground with his hands in the air and trying to negotiate between officers and his patient when he was shot. Both Kinsey and his patient were unarmed. Following the shooting, Kinsey stated he was handcuffed and left bleeding on the ground for 20 minutes with police giving him no medical aid. Authorities stated that they were investigating the incident, which received significant media attention following the appearance of cellphone video footage. The officer who shot Kinsey was arrested in 2017 and charged with attempted manslaughter and negligence. However, he remains employed and has not been fired.",3
165,Internal_Repression,Black people,"On July 6th, 2016, Philando Castile was shot and killed by Jeronimo Yanez, a St. Anthony, Minnesota police officer. Castile's girlfriend live-streamed the murder, showing Yanez pointing the gun at both her and her daughter. After Yanez was acquitted of all charges on June 16, 2017 by a jury, a video of the murder was leaked, showing Philando openly disclosing that he had a firearm on him, only to then be shot point-blank 5 times. According to author and former FBI agent Larry Brubaker, who has written two books on officer-involved shootings, """"this is the first time an officer has been charged for a fatal shooting in Minnesota in more than 200 cases that spanned over three decades"""".",3
166,Internal_Repression,Black people,"On November 5th, 2015, Two police officers shot and killed 24-year old Jamar Clark. The cops were placed on paid leave. Protests over the shooting lead to another act of terrorism where 4 white men shot 5 Black lives matter protestors.",2
167,Internal_Repression,Black people,"In May, 2010, Kalief Browder, a 16 year old black teen, was arrested while walking home in the Bronx, on suspicion of robbery. He was held for 3 years on Riker Island, a New York jail notorious for its horrible treatment of inmates, without trial or conviction, refusing to accept the state's plea deal and staunchly defending his innocence, until the case was finally dismissed. Kalief was held for 2 of his 3 years in solitary confinement, and his deteriorating mental health lead him to attempt suicide multiple times. After his release, Kalief Browder committed suicide by hanging himself, in June, 2015.",4
168,Internal_Repression,Black people,"On May 16, 2010, Police officer Joseph Weekley killed Aiyana Stanley-Jones with a headshot, a 7 year old black girl, as she slept on a sofa inside her home on the east side of Detroit. On January 28, 2015, a prosecutor cleared Weekley of the last remaining charge against him, ensuring there would not be a third trial.",3
169,Internal_Repression,Black people,"On April 12, 2015, Freddie Carlos Gray, Jr., a 25-year-old Black man, was arrested by the Baltimore Police Department for possessing what the police alleged was an illegal switchblade under Baltimore law. While being transported in a police van, several cops held him down, putting pressure on his spinal cord, after which he fell into a coma and died on April 19, 2015. This sparked a series of protests in Baltimore; riot police responded violently, and called in the national guard to aid against the """"thugs"""", as they were labeled by Obama in a press conference. After the protests were put down, the police officers were given separate trials, and all of them were found innocent.",10
170,Internal_Repression,Black people,"On March 30, 2015, After being pulled over for rolling through a stop sign, Floyd Dent was beaten by officer William Melendez, who had a history of civil complaints for brutality. Melendez punched him 15 times in the temple, put him in a chokehold, until another officer arrived and tased him. Melendez repeatedly threatened to kill Dent, and plant drugs on him.",2
